sku,codigo_barras,nome,marca,categoria,conteudo_embalagem,unidade,preco_custo,preco_venda,estoque_inicial,estoque_minimo,tipo,ativo,status_conferencia,fonte
EAN-7892840253745,7892840253745,Salgadinho de milho queijo nacho doritos pacote 55g,Doritos,Salgadinhos,55 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7892840253745
EAN-7892840815912,7892840815912,Salgadinho de milho queijo nacho doritos pacote 84g,Doritos,Salgadinhos,84 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7892840815912
EAN-7892840817923,7892840817923,Salgadinho de milho queijo nacho doritos pacote leve 140g pague 115g,Doritos,Salgadinhos,140 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7892840817923
EAN-7892840820138,7892840820138,Salgadinho de milho sweet chili doritos pacote 45g,Doritos,Salgadinhos,45 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7892840820138
EAN-7892840255244,7892840255244,Salgadinho de milho sweet chili doritos pacote 55g,Doritos,Salgadinhos,55 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7892840255244
EAN-7892840818111,7892840818111,Salgadinho de milho tubo queijo cheddar elma chips cheetos pacote 39g,Cheetos,Salgadinhos,39 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7892840818111
EAN-7892840120214,7892840120214,Salgadinho de trigo bacon elma chips baconzitos pacote 55g,Elma Chips,Salgadinhos,55 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7892840120214
EAN-7892840818043,7892840818043,Salgadinho de trigo bacon elma chips pingo douro clássicos pacote 120g,Elma Chips,Salgadinhos,120 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7892840818043
EAN-7892840815196,7892840815196,Salgadinho de trigo bacon torcida pacote 450g embalagem econômica,Torcida,Salgadinhos,450 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7892840815196
EAN-7892840820251,7892840820251,Salgadinho de trigo calabresa torcida pacote 38g,Torcida,Salgadinhos,38 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7892840820251
EAN-7892840818401,7892840818401,Salgadinho de trigo calabresa torcida pacote 45g,Torcida,Salgadinhos,45 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7892840818401
EAN-7892840820169,7892840820169,Salgadinho de trigo camarão com pimenta torcida pacote 38g,Torcida,Salgadinhos,38 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7892840820169
EAN-7892840818463,7892840818463,Salgadinho de trigo camarão com pimenta torcida pacote 45g,Torcida,Salgadinhos,45 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7892840818463
EAN-7892840817091,7892840817091,Salgadinho de trigo cebola torcida pacote 100g,Torcida,Salgadinhos,100 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7892840817091
EAN-7892840815202,7892840815202,Salgadinho de trigo cebola torcida pacote 450g embalagem econômica,Torcida,Salgadinhos,450 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7892840815202
EAN-7892840818418,7892840818418,Salgadinho de trigo cebola torcida pacote 45g,Torcida,Salgadinhos,45 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7892840818418
EAN-7892840817077,7892840817077,Salgadinho de trigo churrasco torcida pacote 100g,Torcida,Salgadinhos,100 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7892840817077
EAN-7892840820299,7892840820299,Salgadinho de trigo churrasco torcida pacote 38g,Torcida,Salgadinhos,38 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7892840820299
EAN-7892840820190,7892840820190,Salgadinho de trigo costelinha com limão torcida pacote 38g,Torcida,Salgadinhos,38 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7892840820190
EAN-7896071025188,7896071025188,Salgadinho de trigo costelinha com limão torcida pacote 70g,Torcida,Salgadinhos,70 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7896071025188
EAN-7898171340321,7898171340321,Salgadinho de trigo de bacon biscoitone pacote 90g,Bis,Salgadinhos,90 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7898171340321
EAN-7892840819859,7892840819859,Salgadinho de trigo pão de alho torcida churras pacote 100g,Torcida,Salgadinhos,100 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7892840819859
EAN-7892840820152,7892840820152,Salgadinho de trigo pão de alho torcida churras pacote 38g,Torcida,Salgadinhos,38 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7892840820152
EAN-7892840819835,7892840819835,Salgadinho de trigo pão de alho torcida churras pacote 45g,Torcida,Salgadinhos,45 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7892840819835
EAN-7892840819842,7892840819842,Salgadinho de trigo pão de alho torcida churras pacote 70g,Torcida,Salgadinhos,70 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7892840819842
EAN-7892840814670,7892840814670,Salgadinho de trigo picanha elma chips pingo douro clássicos pacote 35g,Elma Chips,Salgadinhos,35 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7892840814670
EAN-7892840818104,7892840818104,Salgadinho de trigo picanha elma chips pingo douro clássicos pacote 90g,Elma Chips,Salgadinhos,90 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7892840818104
EAN-7892840817107,7892840817107,Salgadinho de trigo pimenta mexicana torcida pacote 100g,Torcida,Salgadinhos,100 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7892840817107
EAN-7892840820312,7892840820312,Salgadinho de trigo pimenta mexicana torcida pacote 38g,Torcida,Salgadinhos,38 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7892840820312
EAN-7892840815219,7892840815219,Salgadinho de trigo pimenta mexicana torcida pacote 450g embalagem econômica,Torcida,Salgadinhos,450 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7892840815219
EAN-7892840818432,7892840818432,Salgadinho de trigo pimenta mexicana torcida pacote 45g,Torcida,Salgadinhos,45 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7892840818432
EAN-7892840817084,7892840817084,Salgadinho de trigo queijo torcida pacote 100g,Torcida,Salgadinhos,100 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7892840817084
EAN-7892840820343,7892840820343,Salgadinho de trigo queijo torcida pacote 38g,Torcida,Salgadinhos,38 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7892840820343
EAN-7892840818449,7892840818449,Salgadinho de trigo queijo torcida pacote 45g,Torcida,Salgadinhos,45 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7892840818449
EAN-7892840820619,7892840820619,Salgadinho de trigo vinagrete torcida churras pacote 100g,Torcida,Salgadinhos,100 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7892840820619
EAN-7892840820602,7892840820602,Salgadinho de trigo vinagrete torcida churras pacote 70g,Torcida,Salgadinhos,70 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7892840820602
EAN-7622210574657,7622210574657,Snack assado crocante pizza marguerita club social pacote 68g,Club Social,Salgadinhos,68 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7622210574657
EAN-7622210574695,7622210574695,Snack assado crocante queijo parmesão club social pacote 68g,Club Social,Salgadinhos,68 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7622210574695
EAN-7892840254841,7892840254841,Batata frita ondulada cebola e salsa elma chips ruffles pacote 167g embalagem econômica,Ruffles,Salgadinhos,167 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7892840254841
EAN-7892840128111,7892840128111,Batata frita original ruffles 50g,Ruffles,Salgadinhos,50 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7892840128111
EAN-7892840817442,7892840817442,Batata tubo ruffles cheddar 134g pepsico,Pepsi,Salgadinhos,134 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7892840817442
EAN-7892840817435,7892840817435,Batata tubo ruffles orig 134g pepsico,Pepsi,Salgadinhos,134 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7892840817435
EAN-7892840818296,7892840818296,Kit salgadinho elma chips lanchinho sortido 98g 5 unidades,Elma Chips,Salgadinhos,98 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7892840818296
EAN-7892840820213,7892840820213,Salg e chips torcida 38g bacon,Torcida,Salgadinhos,38 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7892840820213
EAN-7892840226015,7892840226015,Snack de batata cheddar elma chips stax pote 156g,Elma Chips,Salgadinhos,156 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7892840226015
EAN-7892840820275,7892840820275,Torcida cebola 38g pepsico,Pepsi,Salgadinhos,38 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7892840820275
EAN-7892840818012,7892840818012,Batata frita lisa barbecue lays pacote 80g,,Salgadinhos,80 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7892840818012
EAN-7892840819897,7892840819897,Batata frita lisa clássica lays pacote 275g mega pacote,,Salgadinhos,275 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7892840819897
EAN-7892840817947,7892840817947,Batata frita lisa clássica lays pacote 45g,,Salgadinhos,45 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7892840817947
EAN-7892840816773,7892840816773,Batata frita lisa clássica lays pacote 80g,,Salgadinhos,80 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7892840816773
EAN-7891095023158,7891095023158,Batata frita lisa com sal yoki yokitos pacote 45g,,Salgadinhos,45 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7891095023158
EAN-7892840818081,7892840818081,Batata frita lisa frango grelhado lays sensações premium pacote 145g,,Salgadinhos,145 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7892840818081
EAN-7892840820183,7892840820183,Batata frita lisa frango grelhado lays sensações premium pacote 40g,,Salgadinhos,40 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7892840820183
EAN-7892840820244,7892840820244,Batata frita lisa peito de peru lays sensações premium pacote 40g,,Salgadinhos,40 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7892840820244
EAN-7892840818272,7892840818272,Batata frita lisa sour cream lays pacote 135g,,Salgadinhos,135 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7892840818272
EAN-7892840816780,7892840816780,Batata frita lisa sour cream lays pacote 80g,,Salgadinhos,80 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7892840816780
EAN-7891095023141,7891095023141,Batata frita ondulada cebola e salsa yoki yokitos pacote 45g,,Salgadinhos,45 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7891095023141
EAN-7891095023097,7891095023097,Batata frita ondulada churrasco yoki yokitos pacote 45g,,Salgadinhos,45 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7891095023097
EAN-7891095023127,7891095023127,Batata frita ondulada churrasco yoki yokitos pacote 90g,,Salgadinhos,90 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7891095023127
EAN-7891095023165,7891095023165,Batata frita ondulada com sal yoki yokitos pacote 180g,,Salgadinhos,180 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7891095023165
EAN-7891095023134,7891095023134,Batata frita ondulada com sal yoki yokitos pacote 45g,,Salgadinhos,45 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7891095023134
EAN-7892840820633,7892840820633,Batata frita rústica com sal marinho lays pacote 68g,,Salgadinhos,68 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7892840820633
EAN-7892840820640,7892840820640,Batata frita rústica cream cheese lays pacote 68g,,Salgadinhos,68 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7892840820640
EAN-7892840816193,7892840816193,Fandangos sabor presunto 230g,Fandangos,Salgadinhos,230 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7892840816193
EAN-7898176582009,7898176582009,Grão de bico assado chilli bio2 snack pacote 40g,,Salgadinhos,40 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7898176582009
EAN-7898176581989,7898176581989,Grão de bico assado cúrcuma bio2 snack pacote 40g,,Salgadinhos,40 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7898176581989
EAN-7898176580593,7898176580593,Mix de castanha bio2 snack pacote 50g,,Salgadinhos,50 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7898176580593
EAN-7898176580616,7898176580616,Mix de frutas e sementes cranberry amêndoa bio2 snack pacote 50g,,Salgadinhos,50 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7898176580616
EAN-7898176581941,7898176581941,Mix de sementes bio2 snack pacote 50g,,Salgadinhos,50 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7898176581941
EAN-7898176581958,7898176581958,Mix de sementes pimenta bio2 snack pacote 50g,,Salgadinhos,50 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7898176581958
EAN-7898176582023,7898176582023,Noz pecã bio2 snack pacote 40g,,Salgadinhos,40 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7898176582023
EAN-7898176582047,7898176582047,Noz pecã caramelizada bio2 snack pacote 40g,,Salgadinhos,40 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7898176582047
EAN-7896004007038,7896004007038,Salgadinho cheddar cheez it pacote 115g,,Salgadinhos,115 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7896004007038
EAN-7896004007410,7896004007410,Salgadinho creme e cebola free fire cheez it pacote 115g,,Salgadinhos,115 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7896004007410
EAN-7622210956002,7622210956002,Bala cereja halls pacote 84g 3 unidades leve mais pague menos,Halls,Balas e gomas,84 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7622210956002
EAN-7622210956798,7622210956798,Bala menta halls pacote 84g 3 unidades leve mais pague menos,Halls,Balas e gomas,84 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7622210956798
EAN-7622210956200,7622210956200,"Bala mentol extra forte halls pacote 82,5g 3 unidades leve mais pague menos",Halls,Balas e gomas,82.5 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7622210956200
EAN-7622210956118,7622210956118,Bala morango halls pacote 84g 3 unidades leve mais pague menos,Halls,Balas e gomas,84 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7622210956118
EAN-7896262304368,7896262304368,"Confeito frutas mentos pacote 112,5g 3 unidades",Mentos,Balas e gomas,112.5 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7896262304368
EAN-7895144603599,7895144603599,"Confeito frutas vermelhas mentos pacote 112,5g 3 unidades",Mentos,Balas e gomas,112.5 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7895144603599
EAN-7896262304351,7896262304351,"Confeito laranja, morango ou limão mentos fruit pacote 37,5g 14 unidades",Mentos,Balas e gomas,37.5 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7896262304351
EAN-7896262304313,7896262304313,"Confeito menta mentos pacote 112,5g 3 unidades",Mentos,Balas e gomas,112.5 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7896262304313
EAN-7896262304306,7896262304306,"Confeito menta mentos pacote 37,5g 14 unidades",Mentos,Balas e gomas,37.5 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7896262304306
EAN-7622210630636,7622210630636,"Pastilha menta zero açúcar trident mints lata 22,5g 50 unidades",Trident,Balas e gomas,22.5 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7622210630636
EAN-7895800304235,7895800304235,"Chicle trident canela 21unidade x 8,5g",Trident,Balas e gomas,8.5 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7895800304235
EAN-7895800400159,7895800400159,"Chicle trident hortelã 21unidade x 8,5g",Trident,Balas e gomas,8.5 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7895800400159
EAN-7896262304450,7896262304450,Confeito menta mentos caixa 600g 16 unidades,Mentos,Balas e gomas,600 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7896262304450
EAN-7622210564337,7622210564337,Goma de mascar cereja ice trident xfresh envelope 8g 5 unidades,Trident,Balas e gomas,8 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7622210564337
EAN-7895144297590,7895144297590,Goma de mascar citrus zero açúcar mentos vitamins pote 48g 24 unidades,Mentos,Balas e gomas,48 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7895144297590
EAN-7895144203850,7895144203850,Goma de mascar fresh mint zero açúcar mentos pure fresh pacote 56g 28 unidades refil econômico,Mentos,Balas e gomas,56 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7895144203850
EAN-7622210564313,7622210564313,Goma de mascar herbal trident xfresh envelope 8g 5 unidades,Trident,Balas e gomas,8 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7622210564313
EAN-7622210563538,7622210563538,"Goma de mascar hortelã fresca zero açúcar trident max envelope 16,5g 5 unidades",Trident,Balas e gomas,16.5 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7622210563538
EAN-7622210570376,7622210570376,Goma de mascar melancia mint zero açúcar trident x senses pote 54g 28 unidades,Trident,Balas e gomas,54 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7622210570376
EAN-7622210862679,7622210862679,"Goma de mascar melancia zero açúcar trident caixa 30,6g 18 unidades",Trident,Balas e gomas,30.6 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7622210862679
EAN-7895800309780,7895800309780,Goma de mascar melancia zero açúcar trident envelope 8g 5 unidades,Trident,Balas e gomas,8 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7895800309780
EAN-7622210563477,7622210563477,"Goma de mascar menta blueberry zero açúcar trident max envelope 16,5g 5 unidades",Trident,Balas e gomas,16.5 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7622210563477
EAN-7622210839640,7622210839640,"Goma de mascar menta zero açúcar trident caixa 30,6g 18 unidades",Trident,Balas e gomas,30.6 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7622210839640
EAN-7895800304228,7895800304228,Goma de mascar menta zero açúcar trident envelope 8g 5 unidades,Trident,Balas e gomas,8 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7895800304228
EAN-7622210888457,7622210888457,Goma de mascar menta zero açúcar trident xfresh pote 56g 28 unidades,Trident,Balas e gomas,56 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7622210888457
EAN-7622210839602,7622210839602,"Goma de mascar mirtilo zero açúcar trident caixa 30,6g 18 unidades",Trident,Balas e gomas,30.6 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7622210839602
EAN-7895800201503,7895800201503,Goma de mascar morango zero açúcar trident envelope 8g 5 unidades,Trident,Balas e gomas,8 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7895800201503
EAN-7895800430002,7895800430002,Goma de mascar tutti frutti zero açúcar trident envelope 8g 5 unidades,Trident,Balas e gomas,8 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7895800430002
EAN-7895144203867,7895144203867,Goma de mascar wintergreen zero açúcar mentos pure fresh pacote 56g 28 unidades refil econômico,Mentos,Balas e gomas,56 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7895144203867
EAN-7895144603674,7895144603674,"Kit confeito sortido mentos 112,5g 3 unidades",Mentos,Balas e gomas,112.5 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7895144603674
EAN-7895800112632,7895800112632,Pack goma de mascar hortelã zero açúcar trident pacote 32g 4 unidades leve mais pague menos,Trident,Balas e gomas,32 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7895800112632
EAN-7895800412794,7895800412794,Pack goma de mascar intense trident xfresh pacote 32g 4 unidades leve mais pague menos,Trident,Balas e gomas,32 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7895800412794
EAN-7895800112786,7895800112786,Pack goma de mascar menta zero açúcar trident pacote 32g 4 unidades leve mais pague menos,Trident,Balas e gomas,32 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7895800112786
EAN-7895800481004,7895800481004,Pack goma de mascar tutti frutti zero açúcar trident pacote 32g 4 unidades leve mais pague menos,Trident,Balas e gomas,32 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7895800481004
EAN-7899975801995,7899975801995,Pack picolé morango azedinho fini tubes caixa 270g 6 unidades,Fini,Balas e gomas,270 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7899975801995
EAN-7895144404172,7895144404172,"Pastilha limão zero açúcar mentos kiss sour frasco 38,5g 55 unidades",Mentos,Balas e gomas,38.5 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7895144404172
EAN-7895144404189,7895144404189,"Pastilha morango zero açúcar mentos kiss sour frasco 38,5g 55 unidades",Mentos,Balas e gomas,38.5 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7895144404189
EAN-7622210573261,7622210573261,Trident x senses peppermint 54g mdlz,Trident,Balas e gomas,54 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7622210573261
EAN-7622210527837,7622210527837,"Bala citric blueberry rabinho de gato bubbaloo pacote 82,5g",,Balas e gomas,82.5 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7622210527837
EAN-7896058503340,7896058503340,Bala com recheio de morango e pêssego dori lua cheia chantilly pacote 150g,,Balas e gomas,150 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7896058503340
EAN-7896058595413,7896058595413,Bala de gelatina amora dori pacote 85g,,Balas e gomas,85 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7896058595413
EAN-7896058595369,7896058595369,Bala de gelatina banana dori pacote 85g,,Balas e gomas,85 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7896058595369
EAN-7898629571109,7898629571109,Bala de gelatina framboesa dentinhos haribo pacote 60g,,Balas e gomas,60 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7898629571109
EAN-7898629571031,7898629571031,Bala de gelatina frutas aviões haribo pacote 90g,,Balas e gomas,90 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7898629571031
EAN-7898629571246,7898629571246,Bala de gelatina frutas barbie e ursinhos de ouro haribo pacote 80g,,Balas e gomas,80 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7898629571246
